id,title,original_language,popularity,release_date,vote_average,vote_count,tags
476292,Maquia: When the Promised Flower Blooms,ja,70.561,2018-02-24,8.3,472,"animation,fantasy,romance,drama maquia is a member of a special race called the iorph who can live for hundreds of years. however, maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. she daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  one day the kingdom of mezarte invades her homeland. they already have what is left of the giant dragons, the renato, under their control, and now their king wishes to add the immortality to his bloodline.  they ravage the iorph homeland and kill most of its inhabitants. caught in the midst of the attack, maquia is carried off by one of the renato. it soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. maquia finds the baby in a destroyed village and decides to raise him as her own, naming him ariel. although she knows nothing of the human world, how to raise a child that ages much faster than her."
24188,Il Sorpasso,it,7.789,1962-12-05,8.3,575,"drama,comedy roberto, a shy law student in rome, meets bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the roman and tuscany countries in the summer. when their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested."
490132,Green Book,en,31.501,2018-11-16,8.2,9214,"drama,comedy tony lip, a bouncer in 1962, is hired to drive pianist don shirley on a tour through the deep south in the days when african americans, forced to find alternate accommodations and services due to segregation laws below the mason-dixon line, relied on a guide called the negro motorist green book."
610892,Violet Evergarden: Eternity and the Auto Memory Doll,ja,17.941,2019-09-06,8.2,256,"drama,fantasy,animation isabella, the daughter of the noble york family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. however, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. her family notices her struggling in her lessons and decides to hire violet evergarden to personally tutor her under the guise of a handmaiden.  at first, isabella treats violet coldly. violet seems to be able to do everything perfectly, leading isabella to assume that she was born with a silver spoon. after some time, isabella begins to realize that violet has had her own struggles and starts to open up to her. isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  having experienced the power of words through her past clientele, violet asks if isabella wishes to write a letter to taylor. will violet be able to help isabella convey her feelings to her long-lost sister?"
504253,I Want to Eat Your Pancreas,ja,85.48,2018-09-01,8.2,1041,"animation,drama,romance,family after his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days."
20532,Sansho the Bailiff,ja,8.669,1954-03-31,8.2,265,"drama in medieval japan a compassionate governor is sent into exile. his wife and children try to join him, but are separated, and the children grow up amid suffering and oppression."
37257,Witness for the Prosecution,en,11.063,1957-12-17,8.2,1008,"drama,mystery,crime when leonard vole is arrested for the sensational murder of a rich, middle-aged widow, the famous sir wilfrid robarts agrees to appear on his behalf. sir wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult."
755812,"Miraculous World: New York, United HeroeZ",fr,245.422,2020-09-25,8.2,912,"animation,family,adventure,tv movie,fantasy,action during a school field trip, ladybug and cat noir meet the american superheroes, whom they have to save from an akumatised super-villain. they discover that miraculous exist in the united states too."
664767,Mortal Kombat Legends: Scorpion's Revenge,en,38.476,2020-04-12,8.2,1114,"animation,action,fantasy after the vicious slaughter of his family by stone-cold mercenary sub-zero, hanzo hasashi is exiled to the torturous netherrealm. there, in exchange for his servitude to the sinister quan chi, he’s given a chance to avenge his family – and is resurrected as scorpion, a lost soul bent on revenge. back on earthrealm, lord raiden gathers a team of elite warriors – shaolin monk liu kang, special forces officer sonya blade and action star johnny cage – an unlikely band of heroes with one chance to save humanity. to do this, they must defeat shang tsung’s horde of outworld gladiators and reign over the mortal kombat tournament."
663558,New Gods: Nezha Reborn,zh,76.935,2021-02-06,8.2,288,"animation,action,fantasy while living as an ordinary deliveryman and motor racing fan, nezha encounters old nemeses and must rediscover his powers to protect his loved ones."
1398,Stalker,ru,14.5,1979-05-25,8.2,1601,"science fiction,drama near a gray and unnamed city is the zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. a stalker guides two men into the zone, specifically to an area in which deep-seated desires are granted."
422,8½,it,13.697,1963-02-14,8.2,1813,"fantasy,drama guido anselmi, a film director, finds himself creatively barren at the peak of his career. urged by his doctors to rest, anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. in retreat from their dependency, he fantasizes about past women and dreams of his childhood."
10098,The Kid,en,12.931,1921-01-21,8.2,1609,"comedy,drama a tramp cares for a boy after he's abandoned as a newborn by his mother. later the mother has a change of heart and aches to be reunited with her son."
284,The Apartment,en,13.421,1960-06-21,8.2,1739,"comedy,drama,romance bud baxter is a minor clerk in a huge new york insurance company, until he discovers a quick way to climb the corporate ladder. he lends out his apartment to the executives as a place to take their mistresses. although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve."
823754,Bo Burnham: Inside,en,8.717,2021-07-22,8.2,239,"comedy stuck in covid-19 lockdown, us comedian and musician bo burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special."
354912,Coco,en,208.302,2017-10-27,8.2,15918,"family,animation,fantasy,music,comedy,adventure despite his family’s baffling generations-old ban on music, miguel dreams of becoming an accomplished musician like his idol, ernesto de la cruz. desperate to prove his talent, miguel finds himself in the stunning and colorful land of the dead following a mysterious chain of events. along the way, he meets charming trickster hector, and together, they set off on an extraordinary journey to unlock the real story behind miguel's family history."
694,The Shining,en,63.091,1980-05-23,8.2,14638,"horror,thriller jack torrance accepts a caretaker job at the overlook hotel, where he, along with his wife wendy and their son danny, must live isolated from the rest of the world for the winter. but they aren't prepared for the madness that lurks within."
313106,Doctor Who: The Day of the Doctor,en,10.732,2013-11-23,8.2,653,"science fiction,adventure in 2013, something terrible is awakening in london's national gallery; in 1562, a murderous plot is afoot in elizabethan england; and somewhere in space an ancient battle reaches its devastating conclusion. all of reality is at stake as the doctor's own dangerous past comes back to haunt him."
185,A Clockwork Orange,en,36.296,1971-12-19,8.2,10807,"science fiction,drama in a near-future britain, young alexander delarge and his pals get their kicks beating and raping anyone they please. when not destroying the lives of others, alex swoons to the music of beethoven. the state, eager to crack down on juvenile crime, gives an incarcerated alex the option to undergo an invasive procedure that'll rob him of all personal agency. in a time when conscience is a commodity, can alex change his tune?"
